index,sentence,label,score
855,"When we look at the various headwinds, there are continued rising attrition rates,",NEUTRAL,0.93782926
856,"higher travel expenses potentially; wage hike for a section of employees, full impact of the large",NEUTRAL,0.92327255
857,"deal ramp up, which is likely to take place in 3Q as well.",POSITIVE,0.4975453
858,So just trying to understand what are the,POSITIVE,0.9277975
859,tailwinds that can help to offset some of these impacts and keep the margin within the bag?,NEGATIVE,0.8429751
860,Nilanjan Roy,POSITIVE,0.8504617
861,"We are going to have these headwinds, like you said on retention, on hiring, etc.",NEUTRAL,0.94946826
862,"But I think, like",POSITIVE,0.89794713
863,"we demonstrated this quarter as well, we have a very strong cost optimization program also",NEGATIVE,0.9478496
864,"ongoing, automation, onsite offshore mix with broad basing of the pyramid, both onsite offshore.",POSITIVE,0.8914308
865,"We are among the few companies who have these global DCs now in the West, where we can",POSITIVE,0.7440538
866,"pump in freshers, right.",POSITIVE,0.87374526
867,"So, I mean, we would not have had freshers in our onsite business, but",POSITIVE,0.8998687
868,"now we are having more than 3,000-odd freshers a year in the onsite locations.",POSITIVE,0.5735871
869,"So, this also helps",POSITIVE,0.858098
870,in the pyramid.,POSITIVE,0.9130548
871,"And as you know, 75% of our people cost is onsite.",POSITIVE,0.92008215
872,"So, unless we really address",POSITIVE,0.91297907
873,"onsite costs, you cannot really make an impact on the overall cost structure.",POSITIVE,0.741558
874,"So, all this is going",POSITIVE,0.92028767
875,on.,POSITIVE,0.92156005
876,"We are also looking at pricing much more holistically at this time, although it is not easy to go",POSITIVE,0.617257
877,and get price hikes just on the basis of a rate card.,POSITIVE,0.9070201
878,"But basically, we are working with our sales",POSITIVE,0.8719307
879,"force on how to sell on value, how to sell on more innovative commercial constructs and the idea",POSITIVE,0.8694986
880,"is not to leave those cents and pennies on the table in this market, be a bit bolder in terms of",POSITIVE,0.8845865
881,pricing.,POSITIVE,0.93482685
882,"But this is a long haul, if there is any time to start something on this, it is now.",POSITIVE,0.92531735
883,Gaurav Rateria,POSITIVE,0.87676054
884,My second question is to Salil with respect to visibility.,POSITIVE,0.92988944
885,"As we enter calendar 2022, is it fair to say",POSITIVE,0.89819396
886,"that when we entered calendar 2021, the visibility was higher than usual, given the large amount",NEGATIVE,0.8856643
887,"of the new deals already in the bag, which may not necessarily be the case as we get into the",POSITIVE,0.8962915
888,calendar 2022?,POSITIVE,0.9025059
889,"So, is it fair to say that the visibility will be relatively lower than calendar 2021,",NEUTRAL,0.75989497
890,which was at a high and elevated level?,POSITIVE,0.90340656
891,Thank you.,POSITIVE,0.8234813
892,Salil Parekh,POSITIVE,0.8668303
893,I think the way we see our business; we look at it from the financial year perspective.,POSITIVE,0.93253165
894,When we,POSITIVE,0.9307648
895,"started this financial year, you will recall the COVID situation was in all the geographies and while",POSITIVE,0.9012022
896,"we had a healthy pipeline because of the digital work, that was always something of an overhang",POSITIVE,0.7369827
897,that was there.,POSITIVE,0.86204916
898,"Then you have seen that from our initial guidance, we increased the guidance last",NEGATIVE,0.89594525
899,quarter.,POSITIVE,0.5018022
900,We have now further increased the guidance this quarter.,NEGATIVE,0.9145895
901,"So, we have extremely good",POSITIVE,0.6189516
902,visibility for this financial year with the guidance we have given.,POSITIVE,0.82057726
903,As we finish Q3 and start to get,POSITIVE,0.91082114
904,"into Q4, we will start to have a good idea of what the following financial year will look like.",POSITIVE,0.7891547
905,My own,POSITIVE,0.9020489
906,sense is the demand that we have is quite comprehensive and that will certainly continue to help,NEGATIVE,0.838442
907,us as long as we build out the new capabilities well and be part of the clients’ digital and cloud,POSITIVE,0.58499587
908,journey.,POSITIVE,0.91352034
909,"So, the increase in guidance gives us more confidence now for this financial year.",NEGATIVE,0.92401814
910,Moderator,POSITIVE,0.87275183
911,Thank you.,POSITIVE,0.8234813
912,"Ladies and gentlemen, that was the last question for today.",POSITIVE,0.89685035
913,I now hand the conference,POSITIVE,0.89890236
914,over to the management for closing comments.,POSITIVE,0.9426084
915,Salil Parekh,POSITIVE,0.8668303
916,"Thank you, everyone.",POSITIVE,0.8027445
917,"So, I will just spend a couple of minutes in closing.",POSITIVE,0.9262387
918,"First, we have had the best quarter in terms of growth, 19.4% highest that we have had in 11",NEGATIVE,0.9552623
919,years.,POSITIVE,0.86410713
920,"So, we are extremely delighted with that outcome.",NEGATIVE,0.86800367
921,The demand is strong.,NEGATIVE,0.838103
922,There are,POSITIVE,0.90740764
923,multiple components of demand.,POSITIVE,0.9186741
924,"One is large deals, which is still looking good with the pipeline we",NEGATIVE,0.7048185
925,"have, including the $2 bn that we have secured in this quarter.",POSITIVE,0.7598809
926,There is a huge amount of existing,POSITIVE,0.8615054
927,"client base that we have, where we see incredible demand.",NEGATIVE,0.7911053
928,This does not always come into the,POSITIVE,0.89976877
929,large deals bucket.,POSITIVE,0.83276826
930,"It will be in different sizes, some are large, and some are not.",POSITIVE,0.93955284
931,But a client that I,POSITIVE,0.87653714
932,"talked to last week in a meeting with the CIO, we were looking at multiple thousand people",POSITIVE,0.9438181
933,expansion at a client where we already have an account base of over a $100 mn today.,NEGATIVE,0.88458526
934,Then we,POSITIVE,0.92392194
935,see the capability set and the demand in digital and cloud.,POSITIVE,0.90703464
936,Clients are extremely thrilled with our,NEGATIVE,0.7797165
937,capabilities and we see good traction in that.,NEGATIVE,0.86287546
938,"Second, the operating efficiency is strong.",NEGATIVE,0.9198424
939,The margin resilience that we talked about; we have,NEGATIVE,0.8941427
940,done really well there.,NEGATIVE,0.8630945
941,"Of course, as Nilanjan mentioned, we do see some additional cost that will",POSITIVE,0.7730786
942,come; and we are comfortable with our margin guidance that we have given.,NEGATIVE,0.7706104
943,"Third, we talked a lot, Pravin gave a lot of detail – we are expanding our supply capacity that we",NEGATIVE,0.73425734
944,are taking in and that is the medium-term play that we have because the demand is long term; and,POSITIVE,0.8515359
945,we will make sure the supply – with our incredible brand and training will continue.,NEGATIVE,0.82564205
946,"Fourth, we have increased our guidance.",NEGATIVE,0.94951004
947,"So, we are extremely optimistic and bullish with 16.5% to",NEGATIVE,0.81114596
948,"17.5% on growth and overall, I personally remain positive about the future in our tech services",NEGATIVE,0.884427
949,business growing at 18% today.,NEGATIVE,0.81511545
950,Moderator,POSITIVE,0.87275183
951,Thank you very much members of the management.,POSITIVE,0.77261764
952,Ladies and gentlemen on behalf of Infosys,POSITIVE,0.9441778
