index,sentence,label,score
879,and we have to remain agile.,POSITIVE,0.73577267
880,That is more important rather than anything else.,POSITIVE,0.9085523
881,Ritesh Rathod,POSITIVE,0.8230846
882,"Coming to pockets of weakness which is pointed out in retail, mortgages, can you give some color",POSITIVE,0.6978996
883,"are clients taking a pause in decision making, are the new deals not getting converted or are the",POSITIVE,0.67994964
884,"existing deals which have been moving, they are not getting ramped up?",POSITIVE,0.71946865
885,What is the exact sense,POSITIVE,0.90270174
886,on the business over there?,POSITIVE,0.9199719
887,Salil Parekh,POSITIVE,0.8668303
888,"There within the areas of that pockets that we described, there we see a slowing.",NEGATIVE,0.52500224
889,"For example, if",POSITIVE,0.91380095
890,you look at the mortgage situation the volume there in the market meaning the client volume as a,POSITIVE,0.9357559
891,macro level has gone down in the European and U.S. market.,NEUTRAL,0.9682682
892,So our work there is proportionally,POSITIVE,0.7215002
893,reduced.,POSITIVE,0.7257475
894,"The overall point which I shared earlier, we see some slowing in decision making but",NEUTRAL,0.8959145
895,nonetheless the pipeline remains today in a good position and that allows us to increase the,NEGATIVE,0.9476323
896,guidance.,POSITIVE,0.94184685
897,Ritesh Rathod,POSITIVE,0.8230846
898,"Maybe last one on your deal wins on LTM basis, your deal wins are down sharply if you see last",NEUTRAL,0.9449953
899,"three, four quarters versus the previous four quarters and even if I adjust the base because of the",POSITIVE,0.79267555
900,"high value deals, which you won in a couple of quarters, four, quarters back, you are still down",POSITIVE,0.85182405
901,"minimum by 15%, how do you connect those two dots that your LTM deal wins are down but your",POSITIVE,0.855065
902,deal pipeline is all time high.,NEGATIVE,0.88445514
903,Are the deal conversion ratios dropping then what it was used to be?,POSITIVE,0.86949325
904,Salil Parekh,POSITIVE,0.8668303
905,There on the large deals we always see some volatility because these are deals which were,POSITIVE,0.8858418
906,"larger, the ones we share in this number are larger than $50 mn in value.",POSITIVE,0.90627605
907,We do see the pipeline,POSITIVE,0.83883095
908,"being larger than where it was and what we referenced in some areas slowing of it, that we do not",POSITIVE,0.9173917
909,see any change in the other parameters of the pipeline.,POSITIVE,0.93119615
910,Ritesh Rathod,POSITIVE,0.8230846
911,Okay thank you wish you good luck.,NEGATIVE,0.8390938
912,Moderator,POSITIVE,0.87275183
913,ahead.,POSITIVE,0.8797629
914,Manik Taneja,POSITIVE,0.9157631
915,Thank you for the opportunity and sorry for harping on the margin question once again.,POSITIVE,0.43651512
916,I just,POSITIVE,0.89839715
917,wanted to understand how should we be thinking about the segmental or the improvement in,POSITIVE,0.8925658
918,segmental margins for manufacturing vertical given the sharp drop that we have seen over the last,NEUTRAL,0.9607796
919,three quarters and how does that heal in terms of the overall margin outlook?,POSITIVE,0.9030575
920,Thank you.,POSITIVE,0.8234813
921,Nilanjan Roy,POSITIVE,0.8504617
922,"Somebody else has asked a similar question and without going into any specifics, we have seen",POSITIVE,0.9290866
923,that growth coming out of a large deal in manufacturing and like you said as we look at the tenure,POSITIVE,0.7590886
924,of these large deals in some cases they start off with lower than portfolio margins because clients,NEUTRAL,0.9350256
925,may ask for savings upfront but we have already started plan in terms of over quarter-on-quarters,NEGATIVE,0.5358399
926,what do we need to do to bring back profitability because from day one clients come to us because,POSITIVE,0.74175
927,they know we can optimize the cost structure.,NEGATIVE,0.8070077
928,So that is something which is generically what we,POSITIVE,0.9333958
929,have been doing and since we started the large deal strategy and we have seen margin,POSITIVE,0.6622565
930,improvements over that period.,NEGATIVE,0.9081081
931,So I think we are quite confident of the future profile of these,NEGATIVE,0.613987
932,businesses.,POSITIVE,0.90505254
933,Manik Taneja,POSITIVE,0.9157631
934,Sure thank you.,NEGATIVE,0.8144427
935,Moderator,POSITIVE,0.87275183
936,ahead.,POSITIVE,0.8797629
937,Apurva Prasad,POSITIVE,0.9063897
938,Thanks for taking my question.,POSITIVE,0.7899155
939,Salil this is on mega deals while the industry frequency tends to be,POSITIVE,0.92971313
940,low and it has been a while for Infosys it will be good to know your comments on mega deals from,POSITIVE,0.8804865
941,a pipeline perspective and secondly on pricing how is the ability to get price increase versus last,POSITIVE,0.852972
942,quarter do you see any changes to that?,POSITIVE,0.9126285
943,Salil Parekh,POSITIVE,0.8668303
944,"From the mega deals, I think again we do not share anything specific in terms of what we publish.",POSITIVE,0.9440182
945,"The color from our side is we have mega deals in our pipeline, if that will give you a context.",POSITIVE,0.8637226
946,"On the pricing, we have seen pricing currently holding in our deal values for Q1.",NEGATIVE,0.7326366
947,My sense is we,POSITIVE,0.8790651
948,"have seen examples that Nilanjan was sharing earlier where we are working, we have worked with",POSITIVE,0.7920688
949,clients to demonstrate to them the impact of compensation increases and that has translated to,NEGATIVE,0.8799902
950,COLA or price benefits.,POSITIVE,0.92269045
951,"We have had examples where we have had increases, which are related",NEGATIVE,0.66987664
952,to the digital high value work that we are driving for clients.,POSITIVE,0.7730608
953,We now have to make sure we take,POSITIVE,0.8501377
954,that across a whole portfolio and see the benefits coming into our business.,POSITIVE,0.63837725
955,Typically the salary,POSITIVE,0.8614468
956,increase happens at a periodic time and these things where we have not seen a high inflation,POSITIVE,0.88609695
957,environment like this for over 40 years in the western markets that takes a longer time.,POSITIVE,0.8967872
958,That is,POSITIVE,0.8760521
959,what as Nilanjan shared is part of what we have put in place to support our margin as we go,POSITIVE,0.82073367
960,ahead.,POSITIVE,0.8797629
961,Apurva Prasad,POSITIVE,0.9063897
962,Thank you for that.,POSITIVE,0.7309419
963,Moderator,POSITIVE,0.87275183
964,Thank you.,POSITIVE,0.8234813
965,Ladies and gentlemen that was the last question.,POSITIVE,0.9090912
966,I now hand the conference over to,POSITIVE,0.9436179
967,the management for closing comments.,POSITIVE,0.93894595
968,Salil Parekh,POSITIVE,0.8668303
969,"points; first we have had industry leading growth in Q1, 5.5% quarterly, 21.4% year-on-year.",NEGATIVE,0.9498181
970,We,POSITIVE,0.8734777
971,clearly see a tremendous market share gain driven primarily by the strength of our digital and,NEGATIVE,0.9531896
972,cloud - cobalt capability set that is resonating with our clients.,POSITIVE,0.59256303
973,We highlighted there are pockets of,POSITIVE,0.75715595
974,weakness and we are aware of the environment around us.,POSITIVE,0.8159131
975,We see in our pipeline both growth,POSITIVE,0.8259933
976,opportunities in digital cloud and cost opportunities in automation.,NEGATIVE,0.6672981
977,"With all of that, we increase the",NEGATIVE,0.7980306
978,growth guidance for the full year.,POSITIVE,0.92428446
979,We are now seeing attrition coming down on a quarterly basis.,NEUTRAL,0.96543324
980,We see many of the initiatives we,POSITIVE,0.85422575
981,put in place starting to create some impact.,NEGATIVE,0.51168865
982,"We have levers for the margin, several that Nilanjan",POSITIVE,0.8018883
983,"shared, large programs will transition to steady state, COLA because of increases in",NEGATIVE,0.7010892
984,"compensation costs to pricing, pyramid adjustments as we have college hires joining the",POSITIVE,0.9070432
985,"production environment, subcontractor usage and then several others on the cost side.",POSITIVE,0.92772704
986,Given all of,POSITIVE,0.83241993
987,that we feel we are already well positioned to work with clients on their growth and cost,NEGATIVE,0.87543523
988,opportunities and have a margin profile that is something that sustains the high margin approach,POSITIVE,0.53320736
989,of the company.,POSITIVE,0.92257285
990,We are looking forward to this year with strength and optimism.,NEGATIVE,0.8935654
991,Moderator,POSITIVE,0.87275183
992,Thank you members of the management.,POSITIVE,0.815365
993,Ladies and gentlemen on behalf of Infosys that,POSITIVE,0.94380534
