index,sentence,neg,neu,pos,compound
793,buyback or one off special dividends.,0.0,0.649,0.351,0.4019
794,"And in the first two years, as we have announced,",0.0,1.0,0.0,0.0
795,we have actually paid back 82% through higher increased normal dividends and also,0.0,0.851,0.149,0.2732
796,through share buyback which we announced last year.,0.0,0.761,0.239,0.296
797,We have already paid back 82%,0.0,1.0,0.0,0.0
798,and we remain quite committed to overall 85% over 5 years.,0.0,0.807,0.193,0.3384
799,James Friedman,0.0,1.0,0.0,0.0
800,Got it.,0.0,1.0,0.0,0.0
801,Thank you so much.,0.0,0.545,0.455,0.3612
802,Moderator,0.0,1.0,0.0,0.0
803,ahead.,0.0,1.0,0.0,0.0
804,Vimal Gohil,0.0,1.0,0.0,0.0
805,Thank you for the opportunity and congratulations on a great quarter.,0.0,0.345,0.655,0.9231
806,My question is on,0.0,1.0,0.0,0.0
807,your employee cost which partially has been addressed but how should we think about the,0.0,1.0,0.0,0.0
808,core employee cost growth which comes under the cost of revenue which has seen,0.0,0.833,0.167,0.3818
809,around 4% CQGR increase over Q1 of FY2021 versus the 6% revenue growth and this,0.0,0.726,0.274,0.5994
810,has been in light of a very sharp increase in attrition and of course further supply,0.0,0.853,0.147,0.3774
811,challenges and etc.,0.0,0.606,0.394,0.0772
812,"So, if you can just highlight, are our wage hikes in line with the",0.0,0.844,0.156,0.34
813,industry or have they been much higher than the industry?,0.0,1.0,0.0,0.0
814,How should we think about this,0.0,1.0,0.0,0.0
815,historically and if you could give some kind of an outlook over there as well?,0.0,0.87,0.13,0.2732
816,Thanks.,0.0,0.0,1.0,0.4404
817,Nilanjan Roy,0.0,1.0,0.0,0.0
818,"Yes, so you have to see both employee cost and subcon together as the cost of people as",0.0,0.863,0.137,0.4019
819,"a combination, you cannot see one in isolation that is number one.",0.193,0.714,0.093,-0.34
820,"Number two, just from",0.0,0.698,0.302,0.0772
821,"an overall cost perspective, we of course are very focused on the attrition and being",0.0,0.829,0.171,0.4391
822,competitive in the markets as well as being employer of choice for many of our employee.,0.0,0.787,0.213,0.4215
823,"Going ahead when we look at intervention on the compensation side like Salil said, we did",0.0,0.857,0.143,0.3612
824,"across, in January, we did across the board, in July we have done across the board, in Q3",0.0,1.0,0.0,0.0
825,as well we have done very segmented and for targeted talent and we will continue doing,0.0,0.741,0.259,0.5994
826,"that into Q4 etc., looking at high points of attrition and doing it much more tactically to see",0.0,1.0,0.0,0.0
827,where we are seeing demand being high in the markets for those skills and target those,0.091,0.909,0.0,-0.128
828,employees really.,0.0,1.0,0.0,0.0
829,"So, I think it is very nuanced like I said and we will continue doing that.",0.0,0.844,0.156,0.4173
830,Vimal Gohil,0.0,1.0,0.0,0.0
831,"Sir, so basically if we were to look at your guidance, it implies 0% to 2% sort of a revenue",0.0,1.0,0.0,0.0
832,growth in Q4.,0.0,0.435,0.565,0.3818
833,"Considering the fact that there were some furloughs in Q3, your revenue",0.0,1.0,0.0,0.0
834,growth could be higher than what you have reported in Q3.,0.0,0.794,0.206,0.3818
835,"So, is your guidance",0.0,1.0,0.0,0.0
836,conservative at this point in time how should we think about that?,0.0,1.0,0.0,0.0
837,Salil Parekh,0.0,1.0,0.0,0.0
838,"In terms of the guidance, it was very strong.",0.0,0.69,0.31,0.5563
839,It is 19.5% to 20%.,0.0,1.0,0.0,0.0
840,There is no further color in,0.306,0.694,0.0,-0.296
841,"saying whether it is conservative, aggressive, or stable.",0.163,0.612,0.224,0.1531
842,We see a very good demand,0.198,0.446,0.356,0.3431
843,outlook; we see good large deals and good portfolio and the guidance is a very big move,0.0,0.721,0.279,0.7003
844,up from where we were in the last quarter.,0.0,1.0,0.0,0.0
845,Vimal Gohil – Union AMC,0.0,1.0,0.0,0.0
846,Fair enough Sir.,0.0,0.465,0.535,0.3182
847,Thank you so much and all the very best.,0.0,0.5,0.5,0.7902
848,Moderator,0.0,1.0,0.0,0.0
849,Thank you.,0.0,0.286,0.714,0.3612
850,Ladies and gentlemen that was the last question for today.,0.0,1.0,0.0,0.0
851,I now hand the,0.0,0.484,0.516,0.4939
852,conference over the management for closing comments.,0.0,1.0,0.0,0.0
853,Salil Parekh,0.0,1.0,0.0,0.0
854,Thank you everyone.,0.0,0.444,0.556,0.3612
855,This is Salil.,0.0,1.0,0.0,0.0
856,Just to close from our side.,0.0,1.0,0.0,0.0
857,"First, thank you all for",0.0,0.615,0.385,0.3612
858,making your time.,0.0,1.0,0.0,0.0
859,"We feel extremely good about the quarter, 7% growth QoQ, 21.5% in",0.0,0.633,0.367,0.6997
860,"YoY, very strong digital 42.6%, very good on large deals $2.5 bn.",0.0,0.596,0.404,0.7774
861,So overall we see,0.0,1.0,0.0,0.0
862,excellent market demand and we are seeing market share gains which is a very good sign,0.063,0.458,0.479,0.8748
863,"for us, primarily which are coming from a well positioned portfolio and a good execution",0.0,0.722,0.278,0.6124
864,from all our teams.,0.0,1.0,0.0,0.0
865,"Our revenue guidance of course has gone up from 19.5% to 20%,",0.0,1.0,0.0,0.0
866,operating margins remains at a good level at 23.5% and we have good strong trust and,0.0,0.492,0.508,0.9081
867,confidence of our clients.,0.0,0.476,0.524,0.5106
868,"Overall, a strong outlook and positive about what we see in the",0.0,0.592,0.408,0.7845
869,future for our digital and cloud transformation programs.,0.0,1.0,0.0,0.0
870,With that thank you all wish you a Happy New Year and look forward to catching up in,0.0,0.628,0.372,0.836
871,April.,0.0,1.0,0.0,0.0
872,Sandeep Mahindroo,0.0,1.0,0.0,0.0
873,Thanks Salil for closing comments and thanks again for joining us on this call.,0.0,0.674,0.326,0.7003
874,Look,0.0,1.0,0.0,0.0
875,forward to talking to you again during the year.,0.0,1.0,0.0,0.0
876,Thank you.,0.0,0.286,0.714,0.3612
877,Moderator,0.0,1.0,0.0,0.0
878,"Thank you, members of the management.",0.0,0.667,0.333,0.3612
879,Ladies and gentlemen on behalf of Infosys that,0.0,1.0,0.0,0.0
880,lines.,0.0,1.0,0.0,0.0
